trip_id,shopping_time
4314508,2673
4314509,2731
4314513,2631
4313292,2667
4314536,2709
4314544,2662
4314286,2698
4314553,2651
4314558,2658
4314561,2736
4314594,2648
4314422,2673
4314618,2674
4313869,2689
4314689,2686
4314748,2650
4314289,2644
4314755,2631
4314465,2672
4314778,2687
4314780,2654
4314125,2668
4313294,2675
4314797,2674
4314818,2673
4314822,2683
4314883,2693
4314893,2602
4313476,2659
4314969,2731
4314978,2673
4314983,2686
4314987,2700
4314009,2669
4314997,2673
4315030,2647
4315042,2690
4315050,2644
4315098,2666
4314288,2652
4315113,2658
4315116,2662
4315122,2631
4313296,2606
4315145,2623
4313303,2674
4314956,2676
4315155,2716
4315157,2629
4315165,2674
4315175,2644
4315219,2664
4315225,2736
4315233,2679
4314657,2642
4315323,2716
4315324,2674
4315325,2674
4314723,2673
4315365,2624
4315372,2691
4315376,2648
4315396,2658
4315403,2709
4315430,2674
4315433,2683
4315017,2674
4315442,2674
4315429,2649
4314788,2673
4315459,2663
4315461,2640
4314661,2673
4315468,2641
4315486,2636
4315498,2662
4315510,2673
4315511,2700
4315120,2676
4315005,2673
4315532,2644
4315538,2654
4315540,2674
4315543,2674
4314986,2682
4315562,2674
4314752,2673
4315583,2648
4315598,2647
4315600,2602
4315633,2624
4315641,2661
4314662,2688
4314660,2667
4315657,2651
4315684,2711
4313299,2659
4315717,2731
4315737,2674
4315738,2630
4315739,2644
4315791,2691
4315795,2673
4315799,2673
4315801,2658
4315817,2736
4315822,2674
4315823,2648
4315563,2598
4315835,2673
4315869,2716
4315892,2666
4315902,2690
4315919,2688
4315956,2640
4315971,2664
4316039,2709
4316069,2662
4316089,2644
4314581,2658
4316122,2658
4316133,2624
4316182,2679
4315009,2688
4316215,2686
4316217,2674
4316220,2674
4316221,2654
4316233,2659
4316302,2675
4316310,2658
4316319,2633
4316322,2665
4316324,2658
4316330,2642
4316332,2647
4316334,2630
4316339,2651
4316342,2703
4316345,2684
4316348,2677
4316350,2676
4316367,2648
4316371,2658
4316375,2654
4316379,2623
4316146,2674
4315329,2673
4316303,2673
4315330,2648
4316442,2673
4316447,2674
4316512,2674
4315332,2688
4315326,2673
4316561,2693
4316576,2623
4316588,2641
4316599,2673
4316612,2674
4316623,2624
4315339,2609
4316652,2647
4316664,2683
4316155,2673
4315999,2681
4316600,2668
4315327,2673
4316696,2631
4316333,2675
4316731,2654
4315341,2660
4316320,2673
4316067,2674
4316770,2633
4316074,2673
4316772,2673
4315838,2612
4315338,2632
4316819,2609
4316479,2673
4315340,2648
4316859,2648
4316891,2700
4316892,2629
4316909,2658
4315337,2674
4316335,2673
4316941,2641
4316948,2736
4316982,2674
4316984,2644
4316757,2688
4315331,2679
4316671,2675
4317041,2661
4316572,2648
4317050,2662
4317056,2624
4317067,2716
4317070,2636
4317088,2674
4317090,2716
4317093,2674
4317096,2658
4317154,2686
4317156,2654
4316577,2673
4317167,2673
4317176,2633
4316890,2642
4317181,2673
4316603,2674
4317200,2623
4317222,2666
4316956,2688
4317225,2673
4317235,2623
4316720,2673
4316773,2673
4316745,2677
4316528,2691
4317281,2688
4317288,2630
4316672,2667
4317292,2648
4316478,2668
4317312,2658
4317325,2693
4316617,2658
4317351,2650
4317375,2644
4317381,2683
4317396,2677
4317414,2696
4317335,2659
4317423,2658
4317391,2649
4317430,2658
4317020,2598
4317463,2654
4317477,2665
4317481,2688
4317497,2640
4317026,2692
4317520,2658
4317536,2703
4316648,2652
4317540,2658
4317548,2673
4317554,2690
4317556,2663
4317559,2631
4317560,2651
4317561,2673
4317564,2686
4317122,2673
4317574,2659
4317582,2662
4317585,2654
4317349,2674
4317601,2673
4317602,2641
4315333,2674
4317639,2684
4317642,2674
4317646,2674
4317649,2647
4317671,2676
4317685,2664
4317706,2648
4317708,2674
4317174,2624
4317718,2609
4317168,2674
4317744,2658
4317745,2736
4317757,2644
4317100,2667
4317802,2709
4317803,2711
4317813,2631
4317816,2650
4317125,2673
4317829,2661
4317279,2673
4317295,2674
4317846,2716
4317534,2676
4315336,2673
4317859,2673
4317865,2691
4317889,2630
4316926,2675
4317905,2633
4317933,2679
4317155,2660
4317959,2662
4316640,2710
4317986,2631
4318008,2643
4318010,2647
4318016,2640
4317499,2702
4318035,2674
4317490,2696
4318053,2674
4318056,2623
4317567,2648
4318086,2636
4318109,2623
4318113,2658
4318152,2650
4318189,2659
4318206,2644
4316939,2674
4317729,2673
4317857,2682
4318253,2629
4318259,2658
4318290,2686
4318301,2624
4318310,2662
4318312,2688
4318315,2683
4317767,2668
4318325,2674
4318349,2736
4318355,2658
4318356,2648
4318357,2658
4318358,2709
4318361,2674
4317976,2642
4317719,2665
4318456,2691
4318461,2652
4318469,2673
4318475,2670
4318477,2649
4318480,2666
4318481,2674
4318482,2700
4318499,2691
4318500,2674
4318505,2684
4318510,2654
4318545,2674
4317420,2697
4317416,2673
4318568,2674
4318591,2663
4318619,2630
4318142,2669
4318685,2623
4318689,2630
4318706,2674
4318721,2661
4318737,2690
4318749,2675
4317421,2657
4318771,2709
4318235,2666
4318304,2658
4318810,2665
4318818,2674
4318835,2624
4318762,2659
4318496,2673
4318880,2673
4317668,2673
4318917,2673
4318957,2658
4318965,2674
4318971,2677
4318601,2672
4318988,2683
4318991,2679
4318848,2649
4319000,2651
4318514,2673
4319031,2670
4319084,2658
4319097,2709
4319099,2647
4318832,2673
4319130,2629
4317418,2641
4319138,2676
4319140,2674
4319145,2658
4319057,2673
4319216,2690
4319243,2691
4319244,2716
4319247,2674
4318960,2673
4319267,2663
4318634,2650
4318495,2673
4319276,2609
4319295,2623
4319311,2648
4319325,2691
4319335,2652
4319361,2674
4317419,2639
4319366,2658
4318867,2689
4319380,2641
4319383,2648
4318604,2673
4318961,2643
4318838,2673
4318584,2674
4319412,2690
4319413,2633
4319418,2686
4319422,2674
4319136,2681
4319467,2644
4319468,2670
4319359,2673
4318678,2676
4319554,2650
4319556,2666
4319561,2684
4318956,2668
4318778,2674
4319596,2711
4319602,2631
4319605,2677
4318962,2609
4319624,2703
4319634,2670
4319635,2662
4319286,2673
4319653,2663
4319661,2636
4319170,2677
4318754,2606
4319691,2665
4319699,2640
4318879,2673
4319720,2674
4319215,2674
4319723,2696
4319734,2654
4319070,2673
4319767,2716
4319771,2630
4319783,2623
4319804,2691
4319807,2644
4319808,2674
4319812,2654
4319815,2664
4319817,2666
4319824,2643
4319842,2624
4319852,2649
4319266,2667
4319309,2673
4319890,2658
4319893,2647
4319906,2647
4319555,2673
4319915,2623
4319920,2674
4319922,2674
4319205,2624
4319223,2673
4319958,2658
4319960,2674
4318752,2632
4319987,2700
4319990,2674
4319994,2633
4319143,2673
4319930,2649
4319430,2673
4319427,2668
4320031,2691
4319476,2675
4320067,2659
4319811,2658
4320091,2658
4319589,2613
4320099,2688
4320110,2630
4320117,2674
4319294,2673
4320129,2631
4319658,2702
4320160,2674
4320191,2661
4320200,2648
4320207,2658
4319402,2674
4319722,2648
4320226,2629
4319830,2673
4319834,2673
4320263,2652
4320269,2670
4320276,2641
4319577,2675
4319933,2666
4320284,2673
4320291,2650
4320330,2658
4320246,2660
4320360,2654
4320374,2664
4320379,2691
4319705,2673
4319704,2673
4320439,2658
4319434,2688
4319837,2651
4320473,2624
4319749,2658
4319769,2673
4320501,2623
4320502,2681
4320509,2673
4320520,2630
4320550,2640
4320571,2669
4320577,2642
4320563,2689
4320579,2627
4320583,2600
4320586,2695
4320589,2700
4320592,2710
4320599,2633
4320603,2642
4320437,2674
4319931,2658
4320648,2673
4320671,2647
4319533,2659
4320694,2654
4319534,2673
4320727,2709
4320728,2631
4320729,2716
4320764,2666
4320793,2674
4320022,2652
4320347,2668
4319535,2615
4320851,2654
4320861,2674
4320628,2649
4319530,2665
4320941,2636
4320953,2716
4320976,2674
4321019,2652
4321033,2674
4321036,2658
4321037,2666
4320720,2674
4321045,2673
4321064,2674
4321088,2651
4321092,2677
4321098,2690
4320429,2669
4321101,2631
4321102,2633
4321128,2623
4321129,2644
4321171,2676
4321209,2674
4321004,2668
4319528,2647
4321213,2663
4320924,2674
4321239,2674
4321240,2695
4320859,2673
4321251,2670
4321267,2624
4321193,2674
4321314,2641
4321320,2709
4321324,2673
4321340,2650
4320544,2673
4321355,2674
4321357,2658
4321302,2680
4321387,2640
4319847,2673
4321395,2658
4320730,2688
4320414,2673
4321158,2673
4321432,2710
4321434,2664
4321001,2674
4321468,2633
4321519,2690
4320397,2674
4319526,2675
4321553,2654
4321559,2666
4321563,2703
4319536,2699
4321593,2648
4320612,2664
4320818,2673
4321614,2652
4321626,2661
4321628,2679
4321631,2647
4321469,2698
4320921,2674
4321637,2654
4321639,2674
4321641,2691
4321652,2700
4321692,2649
4321698,2642
4321195,2675
4321707,2684
4321710,2631
4321172,2661
4321472,2746
4321274,2673
4321727,2674
4321306,2672
4321780,2651
4321782,2676
4321788,2684
4320930,2675
4321822,2633
4321644,2681
4321825,2641
4321828,2669
4321831,2674
4321263,2641
4321842,2624
4321854,2664
4321390,2642
4321144,2689
4321864,2658
4321869,2623
4321379,2633
4321883,2629
4321884,2688
4321896,2644
4319520,2688
4321917,2684
4321929,2716
4321212,2673
4321954,2663
4321956,2650
4321987,2648
4321989,2627
4321992,2716
4321994,2673
4321449,2673
4322012,2677
4322019,2681
4322039,2666
4322049,2674
4322058,2654
4322065,2658
4321618,2644
4322106,2652
4322120,2647
4320569,2644
4319527,2673
4322163,2600
4322167,2630
4322170,2665
4321409,2674
4322197,2670
4322212,2673
4322255,2633
4319525,2673
4322266,2640
4322273,2709
4322276,2696
4322277,2633
4322311,2658
4322317,2676
4321923,2613
4322347,2627
4322349,2695
4321150,2674
4322377,2631
4321789,2674
4322385,2658
4322402,2716
4322403,2661
4322421,2648
4321224,2619
4322459,2710
4322460,2700
4322468,2643
4321984,2675
4322525,2623
4322543,2716
4321418,2673
4322166,2658
4320879,2674
4322628,2642
4321800,2667
4321802,2674
4322657,2674
4322658,2658
4322673,2684
4321939,2688
4321522,2674
4322746,2673
4322761,2627
4322806,2641
4322818,2686
4322820,2663
4322831,2697
4322833,2634
4322839,2673
4322846,2698
4322845,2667
4322862,2673
4322897,2643
4322924,2594
4322926,2673
4322928,2659
4322929,2658
4322930,2659
4322129,2666
4322947,2667
4322112,2673
4322302,2606
4321766,2674
4322989,2684
4322934,2673
4323021,2673
4321767,2701
4322217,2665
4323037,2689
4323038,2609
4321619,2676
4322526,2673
4321761,2673
4323077,2600
4323094,2674
4323098,2669
4323108,2666
4323120,2652
4323134,2658
4322024,2673
4323160,2623
4323163,2630
4321764,2674
4322974,2675
4323189,2688
4321769,2698
4323219,2666
4323227,2673
4321759,2597
4323261,2710
4323274,2703
4323087,2650
4322748,2673
4323317,2647
4322474,2624
4323339,2684
4323342,2689
4323344,2631
4321993,2673
4322811,2674
4323067,2698
4323376,2696
4323378,2648
4322399,2658
4322993,2674
4322788,2668
4323419,2684
4323437,2666
4322852,2649
4323456,2636
4323458,2673
4322716,2660
4323478,2647
4322944,2623
4322639,2673
4323511,2654
4323112,2613
4323555,2609
4323584,2674
4323588,2698
4323589,2667
4322616,2668
4323595,2674
4323597,2629
4323603,2673
4323442,2689
4323639,2642
4323148,2675
4322688,2648
4323646,2633
4323648,2697
4323567,2674
4323708,2659
4323719,2658
4323724,2679
4323725,2677
4323706,2646
4323746,2710
4322784,2672
4323766,2600
4323140,2652
4323739,2649
4322739,2667
4323831,2627
4323460,2673
4323860,2648
4323861,2674
4323871,2673
4321765,2674
4323894,2630
4322935,2673
4323940,2666
4323942,2689
4322512,2651
4323229,2673
4324003,2658
4324021,2629
4324045,2609
4324055,2716
4324065,2636
4324078,2658
4323503,2681
4324089,2664
4324090,2676
4323091,2686
4324092,2663
4324095,2696
4324113,2652
4323927,2668
4324124,2666
4324136,2673
4324146,2634
4323482,2672
4324175,2630
4324185,2658
4324186,2633
4324220,2661
4324225,2643
4324227,2633
4324234,2684
4324237,2643
4324238,2659
4324262,2624
4324264,2686
4324268,2667
4324101,2673
4324307,2642
4323362,2746
4324329,2654
4324345,2710
4324371,2674
4324378,2697
4324380,2703
4324382,2684
4323870,2674
4324403,2674
4323517,2615
4324100,2669
4324450,2658
4324485,2642
4324496,2695
4323780,2699
4324521,2689
4324189,2673
4324544,2658
4324102,2674
4323480,2673
4323644,2658
4324580,2609
4324583,2673
4323670,2688
4323838,2674
4324632,2627
4324638,2648
4324453,2649
4324076,2688
4323966,2674
4324675,2623
4324687,2630
4324697,2643
4324699,2674
4323921,2610
4324733,2629
4324207,2672
4324740,2688
4324772,2636
4324788,2658
4324791,2642
4324805,2679
4324363,2667
4324820,2674
4324327,2679
4324840,2624
4321762,2700
4324866,2681
4324868,2698
4324927,2663
4324953,2689
4324965,2674
4324988,2642
4324678,2642
4324301,2664
4325026,2679
4325027,2640
4325030,2727
4325032,2675
4325037,2688
4325033,2731
4325050,2667
4325038,2656
4325058,2678
4325043,2692
4325059,2690
4324004,2677
4325172,2658
4325176,2710
4325179,2673
4324542,2675
4325219,2674
4325229,2640
4325231,2594
4325233,2674
4325235,2667
4325237,2674
4325239,2695
4325291,2677
4325139,2674
4325371,2673
4325403,2698
4325444,2640
4325449,2659
4325282,2673
4324999,2673
4325489,2629
4325497,2658
4324613,2673
4324939,2674
4324710,2647
4325557,2689
4325569,2609
4325587,2663
4324870,2697
4324845,2666
4325593,2636
4325622,2648
4325383,2681
4325642,2659
4325667,2658
4325672,2673
4325523,2651
4325707,2643
4325715,2658
4325304,2702
4325732,2659
4325738,2689
4324844,2673
4325763,2673
4325788,2697
4325278,2668
4325807,2642
4325821,2679
4325625,2673
4325855,2594
4325856,2703
4325857,2684
4325863,2710
4325394,2673
4325886,2652
4325894,2677
4325901,2624
4325293,2689
4325923,2684
4324166,2630
4325967,2651
4325969,2630
4325333,2674
4324734,2660
4326027,2658
4326042,2678
4326060,2642
4325502,2660
4326077,2689
4326093,2600
4325735,2619
4325689,2641
4326126,2716
4325905,2674
4325315,2697
4325513,2613
4326175,2696
4326178,2674
4326179,2642
4325135,2658
4326188,2674
4326210,2640
4326236,2609
4325506,2673
4326244,2674
4326237,2649
4325904,2686
4325615,2673
4326377,2686
4326388,2690
4326403,2688
4326414,2673
4326440,2630
4326455,2636
4325683,2632
4326485,2727
4326526,2640
4325606,2746
4326551,2698
4326555,2658
4325814,2671
4325664,2606
4326145,2674
4326007,2673
4326339,2623
4326592,2658
4326598,2731
4326177,2673
4326617,2629
4326227,2652
4326434,2689
4326333,2668
4326588,2659
4326106,2649
4326687,2676
4326690,2678
4326698,2697
4326703,2667
4326253,2674
4326708,2679
4326675,2673
4326714,2674
4326736,2651
4326096,2642
4326761,2663
4326778,2684
4326780,2668
4326816,2643
4326828,2688
4326841,2634
4326851,2673
4326855,2624
4326861,2673
4326870,2642
4326037,2665
4326904,2674
4326905,2656
4326962,2727
4326546,2673
4326979,2710
4326422,2674
4326987,2630
4326556,2673
4327008,2698
4327018,2658
4327039,2658
4327040,2640
4327041,2659
4327052,2696
4326824,2674
4327069,2673
4327075,2692
4326594,2674
4327110,2695
4327120,2674
4326381,2669
4326196,2676
4327132,2630
4327131,2646
4326228,2609
4326645,2674
4327203,2661
4326997,2644
4326472,2667
4327216,2673
4327234,2679
4327239,2663
4327247,2676
4327248,2636
4326316,2624
4327255,2690
4326802,2658
4327267,2710
4326717,2664
4326500,2673
4327351,2689
4327408,2622
4327412,2673
4327420,2721
4327424,2708
4327428,2670
4327429,2673
4327430,2673
4327431,2715
4327432,2673
4327433,2670
4327044,2673
4327458,2693
4327439,2673
4326639,2598
4327476,2686
4327490,2658
4326931,2641
4327355,2671
4327506,2697
4327507,2640
4327508,2666
4327509,2669
4327510,2696
4327511,2641
4327514,2674
4327520,2697
4327521,2643
4327441,2679
4326740,2678
4326762,2673
4325717,2673
4327562,2674
4327138,2639
4327599,2667
4326307,2658
4326643,2674
4327606,2710
4326963,2673
4326784,2673
4327647,2652
4327651,2658
4327655,2710
4326868,2674
4327662,2674
4327367,2708
4327701,2716
4326304,2674
4327745,2679
4327758,2594
4326924,2615
4327212,2688
4327795,2640
4326443,2673
4327811,2688
4327393,2690
4327781,2702
4327833,2630
4327841,2684
4327721,2673
4327452,2674
4327025,2681
4327050,2658
4327927,2651
4327009,2676
4326969,2673
4327973,2692
4327989,2668
4328016,2674
4326901,2673
4328054,2679
4328058,2622
4328081,2624
4328111,2684
4328118,2673
4328125,2727
4327571,2674
4328149,2661
4328159,2690
4327806,2619
4327926,2674
4327438,2673
4326310,2672
4328203,2710
4328204,2697
4328217,2673
4328241,2628
4328245,2731
4327377,2674
4328261,2643
4328279,2656
4327524,2689
4327778,2688
4328296,2670
4328300,2659
4328303,2676
4327551,2647
4327437,2673
4326309,2645
4328327,2721
4328002,2675
4328341,2641
4328358,2642
4328403,2673
4328425,2695
4327549,2676
4328448,2667
4328450,2681
4328454,2642
4328491,2688
4328494,2684
4328496,2642
4327903,2673
4328505,2674
4328506,2689
4328524,2634
4328540,2696
4328549,2651
4328230,2673
4328555,2594
4328562,2658
4328018,2623
4328571,2673
4328580,2666
4328596,2663
4328638,2622
4328646,2679
4328648,2715
4328655,2708
4328656,2703
4328687,2636
4328690,2677
4328691,2674
4328713,2669
4328720,2721
4327683,2652
4328772,2686
4328775,2727
4328517,2641
4328779,2710
4328795,2673
4328804,2708
4326312,2648
4328838,2697
4328854,2670
4328274,2673
4328864,2652
4328888,2630
4328345,2698
4328914,2667
4328946,2641
4328954,2697
4328981,2689
4328987,2710
4328992,2674
4328782,2673
4328500,2644
4329020,2628
4329021,2708
4329026,2673
4329042,2678
4328794,2658
4329069,2692
4329076,2643
4329080,2684
4329087,2642
4329103,2731
4328711,2639
4329050,2698
4329033,2672
4329186,2594
4329187,2658
4328743,2597
4328812,2649
4329217,2673
4329222,2641
4329228,2690
4329231,2698
4329040,2690
4329245,2674
4329290,2679
4329295,2688
4329009,2673
4329339,2697
4329343,2673
4329362,2669
4329364,2684
4328786,2708
4329434,2638
4329438,2714
4329445,2616
4329449,2721
4329451,2713
4329455,2648
4329457,2689
4329459,2671
4329461,2674
4329463,2659
4329464,2711
4329466,2673
4329467,2688
4329469,2603
4329470,2639
4328473,2673
4329502,2628
4328615,2668
4329291,2613
4329511,2710
4329530,2681
4329537,2693
4329544,2631
4329547,2696
4328588,2632
4329551,2689
4329030,2673
4329559,2674
4328756,2675
4329081,2674
4329242,2673
4329180,2688
4329621,2659
4329672,2642
4329701,2658
4329702,2678
4329481,2673
4329482,2674
4329714,2708
4329273,2689
4329322,2671
4329728,2616
4329619,2677
4329744,2674
4329166,2698
4329028,2660
4329767,2667
4329047,2673
4329402,2674
4329776,2630
4328960,2686
4329169,2658
4329795,2670
4329809,2677
4328767,2609
4329829,2673
4329840,2721
4329844,2643
4329715,2674
4329787,2674
4329838,2659
4329384,2637
4329330,2674
4329874,2703
4329875,2673
4328937,2658
4328476,2653
4329908,2670
4329917,2686
4329368,2647
4329590,2672
4329218,2693
4329478,2674
4329949,2669
4329963,2714
4329976,2673
4329334,2674
4329992,2652
4330001,2715
4330005,2674
4329955,2673
4329660,2617
4330019,2638
4330023,2594
4330040,2648
4329480,2662
4329760,2681
4329556,2616
4330065,2671
4330069,2698
4329758,2674
4329690,2672
4330081,2641
4330083,2642
4330020,2708
4330105,2684
4330122,2667
4330130,2679
4329757,2657
4330137,2690
4330141,2689
4330151,2630
4330168,2678
4330176,2688
4330179,2651
4329805,2673
4330205,2659
4330211,2642
4329529,2658
4330230,2658
4330232,2673
4330244,2697
4330249,2696
4330252,2616
4330273,2727
4329854,2674
4329595,2658
4329476,2721
4330295,2673
4330296,2689
4329058,2674
4330313,2711
4330319,2667
4329871,2674
4330329,2698
4330334,2594
4329474,2674
4330342,2708
4330343,2600
4330349,2713
4330353,2721
4329862,2645
4330367,2668
4330403,2643
4329785,2676
4330431,2639
4330434,2631
4330072,2673
4330448,2681
4330451,2666
4329837,2673
4330459,2692
4330461,2673
4330306,2672
4330472,2648
4330491,2658
4330492,2634
4329721,2648
4329371,2658
4328475,2679
4330246,2674
4330522,2628
4330529,2689
4330532,2721
4330533,2659
4330534,2656
4329969,2673
4330416,2698
4330577,2684
4330581,2673
4330583,2663
4330593,2731
4329387,2673
4329866,2673
4330611,2673
4330616,2648
4330621,2678
4329966,2674
4330465,2636
4330628,2696
4330629,2697
4330636,2673
4330639,2721
4330643,2641
4330645,2642
4330646,2679
4330361,2698
4330669,2630
4329956,2658
4330675,2697
4330676,2681
4329946,2673
4330694,2711
4330696,2708
4330700,2703
4330526,2672
4330713,2677
4330723,2710
4330750,2684
4330754,2716
4329973,2674
4330768,2689
4330772,2642
4330776,2673
4330778,2671
4330781,2713
4330807,2674
4330812,2673
4330813,2686
4330814,2673
4330825,2684
4330869,2692
4330470,2674
4330878,2688
4330885,2689
4330902,2673
4330471,2654
4330921,2659
4330928,2628
4330932,2622
4330943,2639
4330945,2688
4330948,2673
4330951,2721
4330221,2664
4330979,2603
4330998,2631
4330999,2638
4331031,2634
4331036,2690
4331038,2670
4331040,2616
4331057,2727
4331063,2714
4329262,2700
4330186,2671
4331080,2600
4331095,2674
4331098,2667
4331101,2658
4330984,2674
4331130,2639
4331135,2658
4331140,2700
4331146,2688
4331150,2673
4331151,2712
4331155,2662
4331159,2659
4331161,2669
4331162,2623
4331164,2673
4331187,2673
4330314,2673
4330854,2686
4331221,2674
4331222,2674
4331223,2646
4331224,2659
4331227,2689
4331233,2668
4331240,2642
4331249,2628
4331279,2696
4330744,2674
4331289,2673
4330976,2617
4331328,2678
4331332,2689
4331115,2649
4331347,2684
4331085,2666
4331348,2688
4331368,2603
4331377,2648
4331378,2642
4331084,2661
4331044,2667
4331398,2721
4331177,2670
4331106,2698
4330941,2639
4331450,2673
4331357,2676
4330824,2658
4331385,2681
4331094,2644
4331451,2692
4331176,2673
4331172,2672
4331490,2669
4331344,2690
4331497,2713
4331516,2667
4331212,2674
4331518,2658
4331540,2670
4331544,2671
4331545,2684
4331557,2684
4330384,2650
4331495,2659
4331435,2674
4331566,2670
4331297,2674
4331578,2631
4331459,2674
4331597,2721
4331308,2647
4331207,2673
4331002,2652
4331609,2688
4331616,2639
4331620,2673
4331641,2673
4331646,2689
4331475,2674
4331649,2594
4331655,2662
4331182,2669
4331672,2731
4331680,2648
4331684,2714
4331682,2658
4331694,2668
4331319,2689
4331275,2679
4331407,2633
4331710,2690
4331718,2646
4331719,2721
4331722,2659
4331320,2673
4331752,2677
4331174,2673
4331769,2622
4331771,2674
4331493,2637
4331795,2710
4331527,2675
4331817,2659
4331829,2600
4331828,2674
4331848,2666
4331852,2673
4331853,2716
4331523,2673
4331861,2639
4331632,2674
4331878,2673
4331882,2634
4331884,2711
4331895,2642
4331173,2673
4331898,2696
4331802,2699
4331178,2674
4331737,2673
4331925,2708
4331783,2649
4331941,2670
4331948,2659
4331950,2721
4331951,2693
4331444,2658
4331960,2689
4331675,2653
4331963,2692
4331964,2658
4331704,2659
4331977,2673
4331678,2662
4331991,2623
4331998,2696
4332007,2667
4331338,2674
4332009,2673
4332012,2684
4331589,2673
4332023,2656
4331629,2673
4331525,2672
4332043,2700
4332047,2713
4332048,2616
4332065,2697
4332068,2674
4332069,2689
4332067,2662
4332071,2631
4332078,2646
4332082,2673
4332083,2673
4332087,2666
4332094,2669
4332100,2673
4332127,2688
4331404,2688
4331695,2673
4332161,2716
4332164,2642
4332171,2648
4331810,2674
4331276,2689
4332192,2659
4332200,2710
4332210,2721
4332216,2688
4332218,2684
4332219,2639
4331113,2674
4332245,2671
4332246,2670
4332252,2662
4332264,2708
4332268,2674
4331785,2645
4332271,2712
4332273,2622
4332277,2634
4332282,2594
4332317,2673
4332321,2673
4332323,2673
4331677,2674
4332166,2659
4332306,2658
4331858,2673
4332354,2673
4332356,2623
4332358,2731
4332360,2692
4332150,2672
4332371,2673
4332389,2689
4332396,2696
4332401,2711
4332408,2721
4332412,2673
4332416,2627
4332419,2645
4332441,2673
4332443,2673
4332445,2646
4332446,2673
4332447,2642
4332088,2666
4332481,2600
4332487,2673
4332488,2648
4332489,2714
4332490,2674
4332491,2677
4332497,2716
4332499,2674
4332506,2689
4332507,2693
4332512,2688
4332514,2713
4332214,2674
4332519,2631
4332541,2671
4332553,2658
4332554,2710
4332568,2688
4332569,2700
4332493,2637
4332580,2659
4331928,2647
4332521,2674
4332623,2688
4332625,2658
4332632,2713
4332635,2673
4332543,2688
4332640,2721
4332643,2669
4332353,2679
4332357,2673
4332456,2639
4332663,2669
4332665,2716
4332363,2658
4332684,2662
4332690,2684
4332692,2689
4332694,2648
4332558,2649
4332480,2710
4332262,2650
4332524,2616
4331856,2635
4332728,2712
4332672,2674
4332485,2673
4332739,2708
4332747,2731
4332751,2673
4332757,2673
4332764,2688
4332651,2681
4332779,2670
4332578,2672
4332784,2696
4332476,2676
4332785,2673
4332597,2692
4332799,2659
4332520,2647
4332823,2594
4332827,2713
4332628,2698
4332844,2673
4332848,2710
4332858,2727
4332211,2658
4332868,2673
4332611,2648
4332720,2674
4332886,2721
4332605,2672
4331966,2609
4332903,2673
4332905,2684
4332933,2600
4332647,2654
4332928,2658
4332955,2697
4332958,2692
4332959,2673
4332961,2721
4332736,2673
4332965,2623
4332970,2622
4332974,2673
4332729,2674
4332977,2677
4332636,2648
4332686,2644
4332986,2673
4332998,2688
4332546,2693
4333000,2666
4332646,2619
4332824,2633
4332563,2647
4332746,2673
